CMo16S32_eb2ebd
time                          T                             E_tot                         E_kin                         E_pot                         V                             MSD                           P_internal                    
0                             300.0000000000002             -344.5488650306413            1.900121339356397             -346.4489863699977            2546.49892674665              0.0                           0.01747126941817932           
250.0                         264.3552241498803             -348.2841861514932            1.6743566752584358            -349.9585428267516            2546.49892674665              0.006095824196315101          0.0111330666209746            
500.0                         335.7994543388878             -348.28793937350133           2.1268656964451806            -350.4148050699465            2546.49892674665              0.005354035894000142          0.009008403020113168          
750.0                         348.086017156664              -348.0860493049914            2.2046855637698455            -350.2907348687612            2546.49892674665              0.006284813866506832          0.007260098472623183          
1000.0                        297.1192125265866             -348.0284934798268            1.8818751868484507            -349.91036866667525           2546.49892674665              0.006323881591707776          0.00824343029267522           
1250.0                        325.492153539006              -347.82196190309423           2.061581955775112             -349.88354385886936           2546.49892674665              0.0065902752599312515         0.009763004474836965          
1500.0                        321.204000050847              -347.7480562525072            2.034421915944157             -349.78247816845135           2546.49892674665              0.006369626956502919          0.00827287572185319           
1750.0                        286.05626495477065            -348.14383594610877           1.8118053776571559            -349.9556413237659            2546.49892674665              0.007272295236457647          0.00792397025897879           
2000.0                        299.41621847416496            -348.37683888843054           1.8964238202405248            -350.27326270867104           2546.49892674665              0.00800147430814045           0.010521224558563809          
2250.0                        274.6163629838399             -348.21889322572713           1.7393480381401198            -349.95824126386725           2546.49892674665              0.015036161116377013          0.00944864876687954           
2500.0                        361.26506237624454            -347.9988986661399            2.288158180616738             -350.2870568467566            2546.49892674665              0.018341567999243153          0.005755793332670049          
2750.0                        289.78608296002915            -348.4720784267046            1.8354290669361804            -350.3075074936408            2546.49892674665              0.019149685169207526          0.007357820789962767          
3000.0                        262.1610724313521             -348.9939353239472            1.6604594935845658            -350.65439481753174           2546.49892674665              0.021310367080102015          0.008024729056931218          
3250.0                        314.14710419013727            -348.61433200677607           1.9897253878956558            -350.6040573946717            2546.49892674665              0.024093601136035106          0.0065718327537084885         
3500.0                        266.8730673303656             -349.07161679436217           1.690304033779746             -350.7619208281419            2546.49892674665              0.02988339514356506           0.003449696181970103          
3750.0                        359.02630520329956            -348.5922309632102            2.2739784796902383            -350.86620944290047           2546.49892674665              0.027569186323984033          0.003600500049466481          
4000.0                        348.21990807152               -348.90836007054685           2.2055335937180582            -351.1138936642649            2546.49892674665              0.026060032368713144          0.003166321060305054          
4250.0                        260.5807070873829             -349.45807590718846           1.6504498738710485            -351.1085257810595            2546.49892674665              0.02747271296327735           0.009354117219300706          
4500.0                        314.78362456458945            -349.11287081603695           1.9937569410504279            -351.1066277570874            2546.49892674665              0.027305235091215643          0.005813594383048864          
4750.0                        282.6821218735821             -348.9468754864095            1.790434440088462             -350.73730992649797           2546.49892674665              0.03465693918729345           0.002118791527498678          
