CMo16S32_81ef9f
time                          T                             E_tot                         E_kin                         E_pot                         V                             MSD                           P_internal                    
0                             300.00000000000017            -344.54886503064137           1.9001213393563963            -346.4489863699978            2546.49892674665              0.0                           0.01747126941817932           
0.5                           296.83354192979925            -344.56092976652565           1.880065824191843             -346.4409955907175            2546.49892674665              1.6445108379170209e-06        0.017534909505461188          
1.0                           293.1873811828606             -344.5976460184587            1.8569719980519035            -346.4546180165106            2546.49892674665              6.4242172490748e-06           0.01757189402290652           
1.5                           297.6178428254525             -344.6025126544125            1.8850333804195332            -346.48754603483206           2546.49892674665              1.4271336594620194e-05        0.017593661743303502          
2.0                           314.4369612535236             -344.5501179358722            1.9915612665340008            -346.5416792024062            2546.49892674665              2.539381645340307e-05         0.017606431063503552          
2.5                           327.51798550357876            -344.54210155251116           2.0744130442612283            -346.6165145967724            2546.49892674665              3.973727306010082e-05         0.017602457397819352          
3.0                           342.08870770219875            -344.541817294683             2.166700178192668             -346.7085174728757            2546.49892674665              5.7260474055283496e-05        0.017579706695844955          
3.5                           343.09651578388434            -344.63941999332576           2.1730833703326233            -346.8125033636584            2546.49892674665              7.780373159529829e-05         0.0175415456842174            
4.0                           346.61649392742123            -344.73101410027715           2.195377988947965             -346.9263920892251            2546.49892674665              0.00010131963961158198        0.017487055807493258          
4.5                           368.6870352924275             -344.71791276573794           2.3351670110106197            -347.0530797767486            2546.49892674665              0.00012769895472499758        0.01741819486413651           
5.0                           393.5794360927286             -344.69797362767196           2.492828950838834             -347.1908025785108            2546.49892674665              0.00015767534377566188        0.017341162712097683          
5.5                           409.8454080990416             -344.7413844668869            2.5958533525540646            -347.337237819441             2546.49892674665              0.000191185565695212          0.01723597641966352           
6.0                           419.90532562921345            -344.82834169699237           2.6595702324582144            -347.4879119294506            2546.49892674665              0.00022777883817494182        0.0171267717711742            
6.5                           443.1266858477181             -344.83638962989323           2.806648239391756             -347.64303786928497           2546.49892674665              0.00026765409227275555        0.017006586112725427          
7.0                           482.45252987638696            -344.7484104946127            3.0557278241486725            -347.8041383187614            2546.49892674665              0.00031121585349763535        0.016871811350261827          
7.5                           515.1704968393054             -344.70486534969245           3.262954848170669             -347.96782019786315           2546.49892674665              0.0003594221584813421         0.0167265953995633            
