time                          T                             E_tot                         E_kin                         E_pot                         V                             MSD                           
2076.0                        300.76600292315305            8.995988377649855             4.198716002257061             4.797272375392794             1275.5241011249996            0.01001799396458215           
2076.5                        292.6452776188834             8.878275443403869             4.085350066767063             4.792925376636806             1275.5241011249996            0.010002002842274408          
2077.0                        296.83771386296235            8.931232911355227             4.143876791780443             4.787356119574784             1275.5241011249996            0.009982716830568075          
2077.5                        302.4136532542563             9.001554566408334             4.221717324694075             4.779837241714259             1275.5241011249996            0.009960590414105202          
2078.0                        310.3410673129738             9.102548924295517             4.332384620669542             4.770164303625975             1275.5241011249996            0.00993813598546065           
2078.5                        303.0912092601817             8.990331318871078             4.231176057452615             4.7591552614184645            1275.5241011249996            0.009917376607008237          
2079.0                        305.0453123819425             9.00724508374866              4.258455483875999             4.74878959987266              1275.5241011249996            0.009895732046672708          
2079.5                        295.7056438905241             8.867666560484938             4.128073009894344             4.739593550590595             1275.5241011249996            0.009873712106169035          
2080.0                        294.3819132786681             8.840591335814128             4.109593631079387             4.730997704734742             1275.5241011249996            0.009852396424982736          
2080.5                        307.95772104944876            9.020211759725889             4.299112927731098             4.721098831994791             1275.5241011249996            0.009830537867821584          
2081.0                        306.2497935604008             8.98635186322674              4.275270131639571             4.71108173158717              1275.5241011249996            0.009810454499328082          
2081.5                        297.97677917046644            8.864324342678175             4.159778229069734             4.704546113608441             1275.5241011249996            0.00979584946682655           
2082.0                        309.94029429951735            9.024321075617575             4.326789799285084             4.697531276332492             1275.5241011249996            0.009784891553217396          
2082.5                        301.4786625154921             8.898001389804953             4.20866478371984              4.689336606085114             1275.5241011249996            0.009774102461305528          
2083.0                        289.2083035816871             8.718609892908212             4.037369650931948             4.681240241976264             1275.5241011249996            0.009765504257634748          
2083.5                        288.72235105642494            8.705063137247969             4.030585717161758             4.674477420086211             1275.5241011249996            0.009758232942527022          
2084.0                        294.11073260305113            8.774741083139872             4.105807928469552             4.66893315467032              1275.5241011249996            0.009748706803610023          
2084.5                        297.4584708053131             8.818639374048567             4.152542605343241             4.6660967687053265            1275.5241011249996            0.009742004454364373          
2085.0                        298.08539795448627            8.824586956671109             4.16129455545695              4.66329240121416              1275.5241011249996            0.009736741210421883          
2085.5                        289.55820261001105            8.700289213672153             4.042254267660965             4.658034946011188             1275.5241011249996            0.009728407990584198          
2086.0                        287.1254775648493             8.65990100952174              4.0082932432202405            4.651607766301499             1275.5241011249996            0.009717573994098451          
2086.5                        278.6121486861832             8.534626117024867             3.8894465323289653            4.645179584695901             1275.5241011249996            0.009706687611218194          
2087.0                        274.5496025611705             8.473170511996999             3.8327330831385105            4.640437428858489             1275.5241011249996            0.009696447094048934          
2087.5                        284.06826261665634            8.599329411522357             3.9656142928050997            4.633715118717257             1275.5241011249996            0.009682733220132633          
2088.0                        284.3040627008009             8.596653614206355             3.9689060796992597            4.627747534507096             1275.5241011249996            0.009669862971463281          
2088.5                        284.0852661536547             8.58729751035936              3.9658516634593495            4.621445846900009             1275.5241011249996            0.00965562412771181           
2089.0                        279.4896515166297             8.516953461970356             3.901696537783082             4.615256924187275             1275.5241011249996            0.00964292015891766           
2089.5                        285.093398567305              8.586165121352103             3.9799252677113204            4.606239853640783             1275.5241011249996            0.009627695278564165          
2090.0                        276.8912586568394             8.460063191578119             3.8654227782008213            4.594640413377297             1275.5241011249996            0.009609652834783832          
2090.5                        287.1869945351991             8.592991513422547             4.009152024749096             4.58383948867345              1275.5241011249996            0.009593089804463373          
2091.0                        286.0569963278103             8.566253670190891             3.993377164858773             4.572876505332118             1275.5241011249996            0.009575808651634503          
2091.5                        291.6262439332596             8.63173997958432              4.071124279939152             4.560615699645169             1275.5241011249996            0.009563624752166142          
2092.0                        293.8899115203089             8.651061566227009             4.102725249560585             4.548336316666424             1275.5241011249996            0.009551320893114027          
2092.5                        299.93970671674856            8.721084814250556             4.187180845122558             4.533903969127998             1275.5241011249996            0.009538315577740894          
2093.0                        301.52590194151196            8.727527661788493             4.2093242496569445            4.518203412131547             1275.5241011249996            0.009527092667528698          
2093.5                        311.28383744898406            8.845250980143055             4.345545762613925             4.499705217529129             1275.5241011249996            0.009513839204043662          
2094.0                        316.6118544187794             8.902106488824499             4.419925279892986             4.482181208931513             1275.5241011249996            0.00950055831909698           
2094.5                        315.8453320347396             8.874005409444914             4.409224569810476             4.464780839634438             1275.5241011249996            0.009486414736346043          
2095.0                        323.5684764250984             8.96369365406755              4.517040245865548             4.4466534082020015            1275.5241011249996            0.009469538864745441          
2095.5                        320.5318007641938             8.90392837886399              4.474648025444404             4.4292803534195855            1275.5241011249996            0.009453685306093453          
2096.0                        337.23191528100585            9.118992531335273             4.70778287905078              4.411209652284494             1275.5241011249996            0.009438493724543301          
2096.5                        337.47920274810986            9.105705288117342             4.711235030674288             4.394470257443054             1275.5241011249996            0.00942577933871368           
2097.0                        341.9466957586442             9.15119950941531              4.773601568816881             4.377597940598429             1275.5241011249996            0.00941339011854814           
2097.5                        340.4837021091205             9.11412644951365              4.753178067530983             4.360948381982667             1275.5241011249996            0.009403835868581527          
2098.0                        348.738336501448              9.216117566970588             4.8684133839530395            4.34770418301755              1275.5241011249996            0.009397000310791308          
2098.5                        349.94596278774674            9.222118249507053             4.885271937658407             4.336846311848646             1275.5241011249996            0.009391336897839676          
2099.0                        349.18303232984687            9.202778954318063             4.87462137113473              4.328157583183333             1275.5241011249996            0.009388421234996442          
2099.5                        347.2185687480721             9.168664305247908             4.847197311911001             4.321466993336909             1275.5241011249996            0.009386625403742858          
2100.0                        354.1047880799045             9.260249390493613             4.943329451257229             4.316919939236384             1275.5241011249996            0.009387293835567218          
2100.5                        367.3641597650323             9.441105318263329             5.128431276374228             4.3126740418891               1275.5241011249996            0.009390414231275646          
2101.0                        356.6924179681142             9.29061157263698              4.979452958947428             4.3111586136895514            1275.5241011249996            0.009394795562412244          
2101.5                        347.0595309685638             9.154751188925403             4.8449771325579665            4.309774056367436             1275.5241011249996            0.00939875856391913           
2102.0                        350.0838506907199             9.19614233134005              4.887196863145677             4.3089454681943735            1275.5241011249996            0.009404226495538095          
2102.5                        357.2608913817576             9.294386640403234             4.987388890520558             4.306997749882676             1275.5241011249996            0.009406966297122116          
2103.0                        351.2394530072563             9.20941279206396              4.903329158323755             4.306083633740204             1275.5241011249996            0.009407904947981865          
2103.5                        358.34451435015205            9.305932388580285             5.002516348589593             4.303416039990692             1275.5241011249996            0.009406907273081027          
2104.0                        354.6588257323843             9.250078474919063             4.951063858519722             4.29901461639934              1275.5241011249996            0.009405843650178082          
2104.5                        353.3268560726407             9.229659916522486             4.932469461977121             4.297190454545365             1275.5241011249996            0.009407954310626306          
2105.0                        359.95379141138625            9.32320774340875              5.024981977295626             4.298225766113124             1275.5241011249996            0.009413997376102101          
2105.5                        363.95901831120995            9.380618968166052             5.080895245795115             4.2997237223709375            1275.5241011249996            0.009422453115326933          
2106.0                        367.2135324285633             9.428306038374846             5.126328507438036             4.301977530936811             1275.5241011249996            0.009433627292577988          
2106.5                        362.79192949215934            9.37074047760877              5.064602598178771             4.306137879429999             1275.5241011249996            0.009450414248890671          
2107.0                        357.31208124122156            9.298303659914488             4.988103504805403             4.310200155109085             1275.5241011249996            0.009466234367827014          
2107.5                        353.20613028436117            9.244503695931108             4.930784120900643             4.313719575030465             1275.5241011249996            0.009481202149546876          
2108.0                        362.7628076765917             9.379478129204267             5.06419605544505              4.315282073759217             1275.5241011249996            0.009495211876355998          
2108.5                        364.737312828766              9.407366371873565             5.091760295746144             4.3156060761274215            1275.5241011249996            0.009508723547952017          
2109.0                        346.25981904454113            9.149383816764686             4.833813094003224             4.315570722761463             1275.5241011249996            0.009520961950377639          
2109.5                        342.59428769954746            9.097244649917414             4.782642000976024             4.31460264894139              1275.5241011249996            0.009533308724880799          
2110.0                        333.5111845021564             8.968267424115393             4.655841197778921             4.312426226336472             1275.5241011249996            0.009544971627358552          
2110.5                        323.7416277963066             8.830361388544855             4.519457452019298             4.310903936525557             1275.5241011249996            0.009554657561899523          
2111.0                        336.35307288201415            9.00560982706559              4.695514173119109             4.310095653946481             1275.5241011249996            0.009564658953157773          
2111.5                        345.44782405252676            9.135457750798203             4.8224775828962905            4.312980167901912             1275.5241011249996            0.009575930474767957          
2112.0                        340.24865369618163            9.067485975168507             4.749896774023339             4.317589201145168             1275.5241011249996            0.009586849806871009          
2112.5                        342.35225826651237            9.102312771334866             4.779263251903239             4.323049519431628             1275.5241011249996            0.009598528800299658          
2113.0                        334.34175743400544            8.997315573917813             4.667436058322009             4.329879515595804             1275.5241011249996            0.009608534181778074          
2113.5                        324.51615767741134            8.867548511732032             4.5302699473625685            4.3372785643694645            1275.5241011249996            0.009618020245688086          
2114.0                        316.9399535915483             8.77009564936689              4.424505569000277             4.345590080366614             1275.5241011249996            0.009628946423453959          
2114.5                        321.1260475825206             8.83835788129092              4.48294375568369              4.355414125607229             1275.5241011249996            0.009637833557909998          
2115.0                        319.92653275646444            8.833676688073982             4.466198438572856             4.367478249501126             1275.5241011249996            0.009648907175294796          
2115.5                        314.2687799055195             8.765551835934232             4.387215783614518             4.378336052319716             1275.5241011249996            0.009662432306348862          
2116.0                        306.87641554258585            8.671495360823918             4.284017821599193             4.387477539224727             1275.5241011249996            0.009675277651137777          
2116.5                        307.05205379661004            8.68069232257858              4.286469744823934             4.394222577754644             1275.5241011249996            0.009683744798458651          
2117.0                        292.9584841197613             8.488487279480562             4.089722453055625             4.398764826424937             1275.5241011249996            0.009689396705484217          
2117.5                        299.0541500976248             8.57895330012371              4.174818408173294             4.404134891950415             1275.5241011249996            0.00969604764067763           
2118.0                        296.0499202080717             8.543917573615989             4.132879133158397             4.411038440457592             1275.5241011249996            0.009704123283474045          
2118.5                        300.90835014983696            8.617992063626836             4.200703180238435             4.417288883388402             1275.5241011249996            0.009712606573996186          
2119.0                        307.54436467220245            8.719003460369471             4.293342441642541             4.425661018726929             1275.5241011249996            0.009723493399956856          
2119.5                        301.80763508907177            8.646755076638978             4.213257265568081             4.433497811070897             1275.5241011249996            0.009734864366750515          
2120.0                        315.09088000378983            8.840010785525115             4.3986923627641445            4.44131842276097              1275.5241011249996            0.009748333693169527          
2120.5                        325.47541176729015            8.991917140247164             4.543661206541664             4.4482559337055               1275.5241011249996            0.009762333596037839          
2121.0                        325.6369315167928             9.003362201119183             4.545916034382332             4.457446166736851             1275.5241011249996            0.009779936966512104          
2121.5                        323.15052790171285            8.978290367112812             4.511205653071803             4.467084714041008             1275.5241011249996            0.009801138357376303          
